DateTime,Holiday,HolidayFlag,DayOfWeek,WeekOfYear,Day,Month,Year,PeriodOfDay,ForecastWindProduction,SystemLoadEA,SMPEA,ORKTemperature,ORKWindspeed,CO2Intensity,ActualWindProduction,SystemLoadEP2,SMPEP2
02-11-2011 09:30,None,0,2,44,2,11,2011,19,1280.2,4820.55,55.57,?,?,463.72,1294,4213.87,53.28
02-11-2011 10:00,None,0,2,44,2,11,2011,20,1279.6,4858.55,55.57,13,53.7,468.93,1259,4259.69,53.9
02-11-2011 10:30,None,0,2,44,2,11,2011,21,1278.2,4885.14,55.57,?,?,466.15,1317,4323.18,54.36
02-11-2011 11:00,None,0,2,44,2,11,2011,22,1276.7,4916,55.53,12,51.9,465.39,1316,4393.66,55.74
02-11-2011 11:30,None,0,2,44,2,11,2011,23,1274.7,4926.02,56.04,13,51.9,468.4,1304,4423.09,56.76
02-11-2011 12:00,None,0,2,44,2,11,2011,24,1272.2,4979.75,68.62,13,48.2,459.46,1326,4488.02,57.54
02-11-2011 12:30,None,0,2,44,2,11,2011,25,1268.7,5021.31,68.61,13,44.4,455.1,1364,4520.37,58.18
02-11-2011 13:00,None,0,2,44,2,11,2011,26,1265.9,5012.99,68.61,13,44.4,455.02,1356,4465.23,56.39
02-11-2011 13:30,None,0,2,44,2,11,2011,27,1263.8,4940.5,68.6,13,48.2,453.15,1373,4396.55,54.81
02-11-2011 14:00,None,0,2,44,2,11,2011,28,1264,4950.29,68.6,12,44.4,457.66,1353,4431.86,55.09
02-11-2011 14:30,None,0,2,44,2,11,2011,29,1268.3,4981.91,68.6,13,50,459.48,1340,4454.54,56.72
02-11-2011 15:00,None,0,2,44,2,11,2011,30,1267.6,5000.96,68.6,12,51.9,453.33,1323,4492.34,57.68
02-11-2011 15:30,None,0,2,44,2,11,2011,31,1251.7,5018.97,68.59,13,46.3,448.18,1322,4549.44,57.99
02-11-2011 16:00,None,0,2,44,2,11,2011,32,1235.1,5156.49,78.2,13,50,433.72,1398,4659.24,69.95
02-11-2011 16:30,None,0,2,44,2,11,2011,33,1216.9,5455.41,82.02,13,46.3,439.11,1378,4924.02,76.57
02-11-2011 17:00,None,0,2,44,2,11,2011,34,1391.81,5695.26,108.59,13,42.6,441.09,1394,5216.66,245.87
02-11-2011 17:30,None,0,2,44,2,11,2011,35,1390.12,5971.94,156.78,13,37,430.96,1389,5312.16,251.01
02-11-2011 18:00,None,0,2,44,2,11,2011,36,1387.98,5946.36,156.78,13,42.6,429.17,1412,5205.09,94.55
02-11-2011 18:30,None,0,2,44,2,11,2011,37,1385.12,5771.51,128.16,13,40.7,440.82,1377,5052.31,86.17
02-11-2011 19:00,None,0,2,44,2,11,2011,38,1381.62,5580.8,103.81,13,42.6,439.2,1367,4930.86,76.24
02-11-2011 19:30,None,0,2,44,2,11,2011,39,1377.47,5446.87,74.99,13,42.6,439.45,1338,4788.65,72.92
02-11-2011 20:00,None,0,2,44,2,11,2011,40,1372.65,5228.61,71.42,13,40.7,436.44,1328,4621.2,58.61
02-11-2011 20:30,None,0,2,44,2,11,2011,41,1359.83,5073.67,58.33,13,38.9,426.1,1340,4499.07,55.93
02-11-2011 21:00,None,0,2,44,2,11,2011,42,1345.88,4958.04,58.33,13,38.9,410.56,1356,4345.07,53.6
02-11-2011 21:30,None,0,2,44,2,11,2011,43,1330.42,4741.71,55.51,12,33.3,396.23,1342,4178.42,50.33
02-11-2011 22:00,None,0,2,44,2,11,2011,44,1313.28,4528.98,54.93,12,29.6,404.72,1351,3964.79,48.8
02-11-2011 22:30,None,0,2,44,2,11,2011,45,1294.48,4236.24,54.65,12,29.6,405.89,1315,3751.52,48.36
02-11-2011 23:00,None,0,2,44,2,11,2011,46,1273.91,4100.56,54.93,12,33.3,395.18,1310,3664.19,48.36
02-11-2011 23:30,None,0,2,44,2,11,2011,47,1245.68,3957.31,54.65,12,33.3,385.27,1270,3465.06,48.36
03-11-2011 00:00,None,0,3,44,3,11,2011,0,1214.47,3645.55,54.21,12,35.2,373.89,1252,3235.88,47.38
03-11-2011 00:30,None,0,3,44,3,11,2011,1,1178.77,3418.87,51.89,12,29.6,320.85,1258,3058.27,45.39
03-11-2011 01:00,None,0,3,44,3,11,2011,2,1140,3251.74,51.89,12,29.6,321.07,1213,2922.82,32.54
03-11-2011 01:30,None,0,3,44,3,11,2011,3,1099.41,3121.69,35.97,12,31.5,327.85,1125,2804.93,32.54
03-11-2011 02:00,None,0,3,44,3,11,2011,4,1056.13,3017.3,35.97,12,31.5,338.08,1019,2710.3,32.54
03-11-2011 02:30,None,0,3,44,3,11,2011,5,1026.64,2934.2,6.02,12,33.3,343.44,953,2607.19,32.54
03-11-2011 03:00,None,0,3,44,3,11,2011,6,996.46,2876.74,6.02,12,29.6,358.24,840,2552.84,32.54
03-11-2011 03:30,None,0,3,44,3,11,2011,7,965.93,2864.73,6.02,12,33.3,358.43,841,2534.7,32.54
03-11-2011 04:00,None,0,3,44,3,11,2011,8,935.27,2877.09,6.02,12,25.9,363.8,804,2515.52,32.54
03-11-2011 04:30,None,0,3,44,3,11,2011,9,904.77,2851.49,6.02,12,29.6,376.8,796,2482.96,32.54
03-11-2011 05:00,None,0,3,44,3,11,2011,10,874.68,2864.5,6.02,12,25.9,362.45,782,2531.99,32.54
03-11-2011 05:30,None,0,3,44,3,11,2011,11,860.08,2932.35,35.97,12,29.6,376.01,773,2586.35,32.54
03-11-2011 06:00,None,0,3,44,3,11,2011,12,845.42,3059.59,0.01,12,24.1,384.5,822,2791.72,42.73
03-11-2011 06:30,None,0,3,44,3,11,2011,13,830.81,3340.51,40.35,12,24.1,394.32,954,3042.61,42.73
03-11-2011 07:00,None,0,3,44,3,11,2011,14,816.31,3771.01,41.64,12,29.6,439.47,904,3406.09,42.73
03-11-2011 07:30,None,0,3,44,3,11,2011,15,801.78,4259.64,43.27,12,24.1,456.14,884,3610.5,43.26
03-11-2011 08:00,None,0,3,44,3,11,2011,16,787.11,4472.6,50.35,12,29.6,465.72,884,3885.4,51.88
03-11-2011 08:30,None,0,3,44,3,11,2011,17,799.67,4581.52,45.38,12,27.8,492,798,4083.36,45.37
03-11-2011 09:00,None,0,3,44,3,11,2011,18,812.04,4671.49,45.38,12,24.1,505.1,796,4253.6,45.37
03-11-2011 09:30,None,0,3,44,3,11,2011,19,824.04,4770.76,50.38,12,25.9,499.26,872,4355.21,45.37
03-11-2011 10:00,None,0,3,44,3,11,2011,20,835.18,4790.93,52.99,12,24.1,497.63,864,4403.21,45.37
03-11-2011 10:30,None,0,3,44,3,11,2011,21,847.35,4818.24,52.99,12,22.2,499.29,878,4472.67,45.37
03-11-2011 11:00,None,0,3,44,3,11,2011,22,858.5,4848.26,52.99,13,24.1,492.14,863,4491.64,45.37
03-11-2011 11:30,None,0,3,44,3,11,2011,23,806.29,4860.53,52.99,13,24.1,478.47,921,4522.46,45.37
03-11-2011 12:00,None,0,3,44,3,11,2011,24,756.14,4895.71,53.37,13,24.1,491.8,805,4572.09,45.37
03-11-2011 12:30,None,0,3,44,3,11,2011,25,706.89,4902.11,53.37,13,22.2,487.66,773,4601.22,48.28
03-11-2011 13:00,None,0,3,44,3,11,2011,26,659.86,4922.71,57.56,13,24.1,496.27,727,4533.1,48.28
03-11-2011 13:30,None,0,3,44,3,11,2011,27,615.68,4846.66,57.12,11,25.9,499.35,758,4474.42,45.37
03-11-2011 14:00,None,0,3,44,3,11,2011,28,573.58,4855.61,57.56,13,24.1,511.13,705,4505.79,45.37
03-11-2011 14:30,None,0,3,44,3,11,2011,29,542.05,4909.53,57.56,13,25.9,509.18,641,4476.38,45.37
03-11-2011 15:00,None,0,3,44,3,11,2011,30,510.33,4962.59,57.54,13,22.2,522.25,589,4479.28,48.28
03-11-2011 15:30,None,0,3,44,3,11,2011,31,476.97,4996.69,57.54,12,18.5,529.17,533,4502.84,48.28
03-11-2011 16:00,None,0,3,44,3,11,2011,32,443.08,5088.61,57.54,12,24.1,523.81,521,4572.72,99.57
03-11-2011 16:30,None,0,3,44,3,11,2011,33,406.26,5354.42,61.86,12,22.2,535.7,512,4800.27,99.57
03-11-2011 17:00,None,0,3,44,3,11,2011,34,383.5,5688.3,64.88,12,18.5,523.46,473,5244.98,237.46
03-11-2011 17:30,None,0,3,44,3,11,2011,35,366,5890.52,210.95,11,13,504.77,438,5432.84,445.64
03-11-2011 18:00,None,0,3,44,3,11,2011,36,349.14,5821.01,159.02,11,14.8,504.39,389,5347.9,330.72
03-11-2011 18:30,None,0,3,44,3,11,2011,37,332.98,5675.04,152.38,11,18.5,507.03,402,5200.73,128.25
03-11-2011 19:00,None,0,3,44,3,11,2011,38,317.38,5531.9,106.95,10,20.4,515.14,490,5064.34,105.47
03-11-2011 19:30,None,0,3,44,3,11,2011,39,302.3,5387.36,64.69,10,18.5,528.22,480,4929.32,133.03
03-11-2011 20:00,None,0,3,44,3,11,2011,40,287.72,5216.83,64.69,9,9.3,532.74,413,4774.93,54.18
03-11-2011 20:30,None,0,3,44,3,11,2011,41,251.42,5057.33,62.38,8,7.4,544.02,400,4649.2,48.28
03-11-2011 21:00,None,0,3,44,3,11,2011,42,217.84,4931.4,61.94,7,7.4,552.24,378,4507.45,48.28
03-11-2011 21:30,None,0,3,44,3,11,2011,43,186.7,4726.75,60.7,7,7.4,575.44,305,4311.06,48.28
03-11-2011 22:00,None,0,3,44,3,11,2011,44,158.39,4484.32,57.54,8,5.6,582.27,301,4101.7,45.37
03-11-2011 22:30,None,0,3,44,3,11,2011,45,133.17,4244.42,57.1,7,5.6,570.27,229,3951.16,48.28
03-11-2011 23:00,None,0,3,44,3,11,2011,46,110.67,4060.7,55.43,8,3.7,599.91,217,3863.68,48.28
03-11-2011 23:30,None,0,3,44,3,11,2011,47,101.78,3971.44,55.43,8,1.9,595.34,178,3663.66,45.37
04-11-2011 00:00,None,0,4,44,4,11,2011,0,93.65,3714.38,52.39,8,5.6,622.35,158,3446.04,45.37
04-11-2011 00:30,None,0,4,44,4,11,2011,1,86.07,3512.19,51.29,8,0,644.13,118,3255.45,44.93
04-11-2011 01:00,None,0,4,44,4,11,2011,2,79.56,3344.71,51.29,8,3.7,634.41,97,3130.56,44.93
04-11-2011 01:30,None,0,4,44,4,11,2011,3,73.78,3206.67,50.04,8,7.4,616.65,92,3023.76,43.26
04-11-2011 02:00,None,0,4,44,4,11,2011,4,68.66,3105.04,48.77,8,11.1,619.6,86,2926.91,43.26
04-11-2011 02:30,None,0,4,44,4,11,2011,5,70,3016.16,34.88,7,9.3,628.14,94,2864.25,43.26
04-11-2011 03:00,None,0,4,44,4,11,2011,6,71.68,2987.77,34.88,7,13,623.81,92,2841.52,42.73
04-11-2011 03:30,None,0,4,44,4,11,2011,7,73.72,2978.95,34.88,7,9.3,630.58,92,2832.75,42.73
04-11-2011 04:00,None,0,4,44,4,11,2011,8,75.94,2992,34.88,7,9.3,625.55,120,2836.51,42.73
04-11-2011 04:30,None,0,4,44,4,11,2011,9,78.48,2958.98,34.88,7,11.1,628.49,116,2835.48,42.73
04-11-2011 05:00,None,0,4,44,4,11,2011,10,81.51,3003.63,47.11,7,11.1,625.42,124,2868.13,42.73
04-11-2011 05:30,None,0,4,44,4,11,2011,11,83.4,3083.73,48.77,7,11.1,637.7,106,2920.47,42.73
04-11-2011 06:00,None,0,4,44,4,11,2011,12,85.42,3203.44,43.64,8,7.4,648.38,122,3102,42.73
04-11-2011 06:30,None,0,4,44,4,11,2011,13,87.53,3495.09,45.03,8,7.4,648.26,94,3338.37,43.12
04-11-2011 07:00,None,0,4,44,4,11,2011,14,89.6,3870.42,45.55,7,9.3,653.02,95,3694.29,46.45
04-11-2011 07:30,None,0,4,44,4,11,2011,15,91.63,4253.77,47.38,7,11.1,644.11,101,3899.94,46.45
04-11-2011 08:00,None,0,4,44,4,11,2011,16,92.96,4506.15,47.88,7,7.4,627.3,104,4148.99,46.45
04-11-2011 08:30,None,0,4,44,4,11,2011,17,99.01,4615.08,49.14,8,7.4,607.72,115,4387.53,46.45
04-11-2011 09:00,None,0,4,44,4,11,2011,18,104.08,4694.12,49.7,8,7.4,586.12,112,4586.37,46.45
04-11-2011 09:30,None,0,4,44,4,11,2011,19,108.86,4801.71,50.65,9,7.4,575.47,106,4662.54,46.45
04-11-2011 10:00,None,0,4,44,4,11,2011,20,111.11,4820.47,50.67,9,9.3,587.71,94,4658.06,46.45
04-11-2011 10:30,None,0,4,44,4,11,2011,21,112.81,4848.68,50.78,9,7.4,592.39,98,4702.36,46.45
04-11-2011 11:00,None,0,4,44,4,11,2011,22,116.71,4838.74,50.45,10,7.4,588.84,99,4729.63,46.45
04-11-2011 11:30,None,0,4,44,4,11,2011,23,121.92,4872.91,50.76,10,11.1,583.8,137,4714.11,46.45
04-11-2011 12:00,None,0,4,44,4,11,2011,24,128.24,4886.06,50.82,11,9.3,581.24,168,4724.58,46.45
04-11-2011 12:30,None,0,4,44,4,11,2011,25,135.02,4892.31,50.8,11,7.4,577.75,218,4725.75,46.45
04-11-2011 13:00,None,0,4,44,4,11,2011,26,143.59,4919.82,50.96,12,13,577.88,268,4646.37,46.07
04-11-2011 13:30,None,0,4,44,4,11,2011,27,152.98,4783.6,49.44,12,20.4,599.89,243,4561.55,46.07
04-11-2011 14:00,None,0,4,44,4,11,2011,28,162.84,4717.55,47.88,10,13,604.47,266,4526.41,45.45
04-11-2011 14:30,None,0,4,44,4,11,2011,29,155.05,4697.59,47.88,11,7.4,600.7,265,4488.41,45.45
04-11-2011 15:00,None,0,4,44,4,11,2011,30,142.97,4716.53,49.24,12,9.3,599.96,224,4485.89,46.07
04-11-2011 15:30,None,0,4,44,4,11,2011,31,131.23,4790.27,50.26,11,9.3,601.83,164,4502.47,46.07
04-11-2011 16:00,None,0,4,44,4,11,2011,32,119.33,4887.01,49.07,10,5.6,592.93,170,4573.75,46.07
04-11-2011 16:30,None,0,4,44,4,11,2011,33,107.39,5078.54,49.2,11,3.7,588.94,140,4812.29,53.18
04-11-2011 17:00,None,0,4,44,4,11,2011,34,95.47,5398.21,53.41,10,9.3,577.45,154,5307.69,100.82
04-11-2011 17:30,None,0,4,44,4,11,2011,35,99.87,5625.99,177.18,9,11.1,550.2,128,5552.78,382.34
04-11-2011 18:00,None,0,4,44,4,11,2011,36,104.44,5640.32,177.2,9,9.3,543.74,118,5510.98,157.14
04-11-2011 18:30,None,0,4,44,4,11,2011,37,109.33,5529.22,139.49,8,9.3,533.04,125,5375.06,112.1
04-11-2011 19:00,None,0,4,44,4,11,2011,38,114.42,5395.24,59.15,8,9.3,537.01,104,5235.56,70.22
04-11-2011 19:30,None,0,4,44,4,11,2011,39,119.68,5266.82,52.3,8,9.3,535.71,106,5067.77,74.03
04-11-2011 20:00,None,0,4,44,4,11,2011,40,125.31,5099.37,50.44,7,11.1,542.87,111,4898.15,70.4
04-11-2011 20:30,None,0,4,44,4,11,2011,41,120.11,4905.97,49.59,7,11.1,542.99,99,4737.88,65.32
04-11-2011 21:00,None,0,4,44,4,11,2011,42,115.27,4758.39,49.46,7,9.3,546.73,116,4580.5,51.04
04-11-2011 21:30,None,0,4,44,4,11,2011,43,110.64,4562.85,50.08,7,11.1,563.02,112,4375.52,51.04
04-11-2011 22:00,None,0,4,44,4,11,2011,44,106.21,4381.32,50.49,7,11.1,570.76,102,4187.62,51.04
04-11-2011 22:30,None,0,4,44,4,11,2011,45,101.94,4171.16,49.47,7,13,592.03,103,4049.42,51.04
04-11-2011 23:00,None,0,4,44,4,11,2011,46,96.1,4090.64,47.88,6,11.1,606.17,93,4006.44,51.04
04-11-2011 23:30,None,0,4,44,4,11,2011,47,89.6,4042.64,47.88,6,11.1,605.06,97,3853.5,51.04
05-11-2011 00:00,None,0,5,44,5,11,2011,0,83.4,3819.31,46.67,6,13,610.49,88,3647.63,51.04
05-11-2011 00:30,None,0,5,44,5,11,2011,1,81.3,3592.25,46.25,6,11.1,625.51,86,3447.32,50.04
05-11-2011 01:00,None,0,5,44,5,11,2011,2,79.2,3415.41,46.25,5,14.8,642.73,106,3305.1,48.83
05-11-2011 01:30,None,0,5,44,5,11,2011,3,78,3251.33,45.55,5,13,650.98,97,3175.33,48.83
05-11-2011 02:00,None,0,5,44,5,11,2011,4,77.6,3122.39,45.49,5,13,642.61,90,3077.74,48.41
05-11-2011 02:30,None,0,5,44,5,11,2011,5,82,3027.52,45.03,5,9.3,627.31,85,2998.74,48.41
05-11-2011 03:00,None,0,5,44,5,11,2011,6,88.2,2974.48,45.03,5,7.4,612.36,69,2964.3,48.41
05-11-2011 03:30,None,0,5,44,5,11,2011,7,99,2934.02,45.03,5,13,606.3,68,2945.04,48.41
05-11-2011 04:00,None,0,5,44,5,11,2011,8,110,2901.71,45.03,5,11.1,612.04,41,2926.45,48.41
05-11-2011 04:30,None,0,5,44,5,11,2011,9,121.1,2866.79,44.6,5,13,611.18,42,2890.57,48.41
05-11-2011 05:00,None,0,5,44,5,11,2011,10,129.8,2851.6,44.6,5,11.1,609.54,44,2899.48,48.41
05-11-2011 05:30,None,0,5,44,5,11,2011,11,129.8,2861.26,44.6,5,13,612.05,36,2909.99,47.71
05-11-2011 06:00,None,0,5,44,5,11,2011,12,132,2919.4,44.01,5,16.7,613.96,39,2993.84,44.9
05-11-2011 06:30,None,0,5,44,5,11,2011,13,135.9,3022.57,44.01,5,14.8,625.24,61,3083.21,44.89
05-11-2011 07:00,None,0,5,44,5,11,2011,14,140,3144.31,44.43,4,14.8,644.4,80,3241.52,44.9
05-11-2011 07:30,None,0,5,44,5,11,2011,15,146,3284.72,44.43,4,11.1,649.35,72,3310.76,44.9
05-11-2011 08:00,None,0,5,44,5,11,2011,16,151,3412.91,44.88,4,14.8,644.73,80,3485.27,47.32
05-11-2011 08:30,None,0,5,44,5,11,2011,17,156.5,3644.12,44.89,5,14.8,645.85,89,3728.28,48.27
05-11-2011 09:00,None,0,5,44,5,11,2011,18,159.6,3902.4,45.92,5,14.8,597.66,107,4009.35,64.4
05-11-2011 09:30,None,0,5,44,5,11,2011,19,156.9,4096.86,48.05,5,16.7,572.99,99,4167.67,66.58
05-11-2011 10:00,None,0,5,44,5,11,2011,20,154.8,4196.98,48.05,6,14.8,570.92,80,4285.62,71.68
05-11-2011 10:30,None,0,5,44,5,11,2011,21,156.9,4325.87,48.05,7,13,555.95,61,4351.57,58.62
05-11-2011 11:00,None,0,5,44,5,11,2011,22,160.3,4400.86,48.05,8,14.8,563.01,52,4372.94,52.95
05-11-2011 11:30,None,0,5,44,5,11,2011,23,168,4433.68,48.05,9,16.7,568.01,45,4373.98,52.95
05-11-2011 12:00,None,0,5,44,5,11,2011,24,176.2,4481.83,48.26,9,18.5,569.45,59,4389.94,58.62
05-11-2011 12:30,None,0,5,44,5,11,2011,25,184.4,4522.62,48.26,10,20.4,571.08,64,4357.96,52.95
05-11-2011 13:00,None,0,5,44,5,11,2011,26,192.1,4507.87,48.26,10,20.4,572.68,93,4270.35,52.95
05-11-2011 13:30,None,0,5,44,5,11,2011,27,196.7,4401.03,48.05,10,18.5,570.35,97,4175.12,52.95
05-11-2011 14:00,None,0,5,44,5,11,2011,28,199.5,4333.81,48.05,10,16.7,576.64,98,4123.07,52.95
